Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow IAT Mean,Fwd IAT Mean,Bwd IAT Mean,Fwd Packets/s,Bwd Packets/s,SYN Flag Count,ACK Flag Count,PSH Flag Count,FIN Flag Count,Packet Length Mean,Min Packet Length,Max Packet Length,Flow Bytes/s,Flow Packets/s,Down/Up Ratio
0.0,-0.9424166402848161,-1.2283845372799884,-0.8646552081126646,-0.8266121868040985,-0.8482797617247858,0.0,0.0,0.0,-0.4173035980128851,-1.0237079543118235,1.8812784594291077,-1.0708539498464642,-1.2700147376003805,-0.9169012840005023,-0.8719092096988579,0.0,0.0,0.17253240207981158,-0.7966487653249735,0.8959018896182175,1.8820354513672164,-1.0695170718607276
0.0,-0.921580719499831,-0.8504200642707612,-0.8646552081126646,-0.785336632509637,-0.8482797617247858,0.0,0.0,0.0,-0.3452880103605343,-1.0237079543118235,-0.21688027739317073,-1.0708539498464642,-1.2700147376003805,-0.9169012840005023,-0.8719092096988579,0.0,0.0,0.17253240207981158,-0.7966487653249735,-0.33755641115603446,-0.23041913708329861,-1.0695170718607276
0.0,-0.9424166402848161,-1.2283845372799884,-0.8646552081126646,-0.8240953847129728,-0.8482797617247858,0.0,0.0,0.0,-0.4173035980128851,-1.0237079543118235,1.8812784594291077,-1.0708539498464642,-1.2700147376003805,-0.9169012840005023,-0.8719092096988579,0.0,0.0,0.30152859055069875,-0.7932330619605017,0.9846950138456658,1.8820354513672164,-1.0695170718607276
0.0,-0.9424166402848161,-1.2283845372799884,-0.8646552081126646,-0.7777862262362599,-0.8482797617247858,0.0,0.0,0.0,-0.4173035980128851,-1.0237079543118235,1.8812784594291077,-1.0708539498464642,-1.2700147376003805,-0.9169012840005023,-0.8719092096988579,0.0,0.0,2.6750584584150223,-0.7303841200542198,2.618488499630716,1.8820354513672164,-1.0695170718607276
0.0,-0.9424166402848161,-1.2283845372799884,-0.8646552081126646,-0.8266121868040985,-0.8482797617247858,0.0,0.0,0.0,-0.4173035980128851,-1.0237079543118235,1.8812784594291077,-1.0708539498464642,-1.2700147376003805,-0.9169012840005023,-0.8719092096988579,0.0,0.0,0.17253240207981158,-0.7966487653249735,0.8959018896182175,1.8820354513672164,-1.0695170718607276
0.0,-0.9192809624348259,-0.8504200642707612,-0.8646552081126646,-0.785336632509637,-0.8482797617247858,0.0,0.0,0.0,-0.33794725297583744,-1.0237079543118235,-0.2519303339227175,-1.0708539498464642,-1.2700147376003805,-0.9169012840005023,-0.8719092096988579,0.0,0.0,0.17253240207981158,-0.7966487653249735,-0.35816151715218686,-0.2657080079594027,-1.0695170718607276
0.0,-0.8969375266208011,-0.472455591261534,-0.8646552081126646,-0.7440610782151755,-0.8482797617247858,0.0,0.0,0.0,-0.3168529716181475,-1.0237079543118235,-0.3241385217840749,-1.0708539498464642,-1.2700147376003805,-0.9169012840005023,-0.8719092096988579,0.0,0.0,0.17253240207981158,-0.7966487653249735,-0.4006110168675185,-0.33840818792883726,-1.0695170718607276
0.0,-0.872343702408642,-0.0944911182523068,-0.8646552081126646,-0.7027855239207139,-0.8482797617247858,0.0,0.0,0.0,-0.3027142439183402,-1.0237079543118235,-0.35765585273938005,-1.0708539498464642,-1.2700147376003805,-0.9169012840005023,-0.8719092096988579,0.0,0.0,0.17253240207981158,-0.7966487653249735,-0.42031506945470876,-0.37215388997061094,-1.0695170718607276
0.0,-0.9424166402848161,-1.2283845372799884,-0.8646552081126646,-0.7838265512549616,-0.8482797617247858,0.0,0.0,0.0,-0.4173035980128851,-1.0237079543118235,1.8812784594291077,-1.0708539498464642,-1.2700147376003805,-0.9169012840005023,-0.8719092096988579,0.0,0.0,2.365467606084893,-0.7385818081289522,2.4053850014848397,1.8820354513672164,-1.0695170718607276
0.0,-0.9424166402848161,-1.2283845372799884,-0.8646552081126646,-0.8346659534957008,-0.8482797617247858,0.0,0.0,0.0,-0.4173035980128851,-1.0237079543118235,1.8812784594291077,-1.0708539498464642,-0.22795136315904263,-0.9169012840005023,-0.8719092096988579,0.0,0.0,-0.24025540102702733,-0.8075790160912835,0.6117638920903827,1.8820354513672164,-1.0695170718607276
0.0,-0.8092299758715482,-1.2283845372799884,-0.5933908290969266,-0.8346659534957008,-0.6940603542389678,0.0,0.0,0.0,-0.4173035980128851,0.17887325607664323,-0.5641023207943537,1.7612337434963248,0.8141120112822952,-0.7624758045898914,-0.8719092096988579,0.0,0.0,-0.24025540102702733,-0.8075790160912835,-0.5303232496984583,-0.5481088830813641,0.9601792633282276
0.0,-0.7917946083554674,-0.8504200642707612,-0.5933908290969266,-0.8074844909115433,-0.6940603542389678,0.0,0.0,0.0,-0.36165041411961457,0.17887325607664323,-0.5396718106948485,1.4371164459783878,0.8141120112822952,-0.6080503251792805,-0.8719092096988579,0.0,0.0,-0.5498462533571565,-0.8075790160912835,-0.5228928467056106,-0.5271624824821698,-0.054668904266250054
0.0,-0.7169352531590043,-0.472455591261534,-0.5933908290969266,-0.39422558754870257,-0.6940603542389678,0.0,0.0,0.0,-0.2209022251229057,0.17887325607664323,-0.5393471864703046,0.6107990772560417,0.8141120112822952,-0.45362484576866957,-0.5095573303434884,0.0,0.0,-0.5498462533571565,-0.2918078080560352,-0.42449049859374305,-0.5361425461559289,-0.39295162679774265
0.0,-0.6881080657627834,-0.472455591261534,-0.3221264500811888,-0.39422558754870257,-0.5632075236449404,0.0,0.0,0.0,-0.2209022251229057,-0.293937390876635,-0.5457015369318746,1.9137734797833226,0.8141120112822952,-0.29919936635805866,-0.5095573303434884,0.0,0.0,-0.5498462533571565,-0.2918078080560352,-0.43307966607320975,-0.5278646539164804,0.2836138182652424
0.0,0.131666875716537,-0.472455591261534,-0.050862071065450855,-0.39422558754870257,0.17984962151400083,0.0,0.0,0.0,-0.2209022251229057,1.8985769776135766,-0.5838651895234402,-0.005377020243830625,0.8141120112822952,-0.14477388694744775,-0.14720545098811885,0.0,0.0,-0.5498462533571565,-0.2918078080560352,-0.5209686529402158,-0.5879039300385194,0.9601792633282276
0.0,0.1451445217719142,-0.0944911182523068,-0.050862071065450855,-0.3670441249645449,0.17984962151400083,0.0,0.0,0.0,-0.24849244205536627,1.8985769776135766,-0.5800887037640324,-0.018560069891747452,0.8141120112822952,0.009651592463163182,-0.14720545098811885,0.0,0.0,-0.5498462533571565,-0.2918078080560352,-0.5199362462939802,-0.5842501951881717,0.45275517953098876
0.0,0.29025960397925954,0.2834733547569204,-0.050862071065450855,-0.29959382892237607,0.17984962151400083,0.0,0.0,0.0,-0.09697343157934372,1.8985769776135766,-0.5784712272396102,-0.14226672065294238,0.8141120112822952,0.1640770718737741,0.21514642836725065,0.0,0.0,-0.5498462533571565,-0.2918078080560352,-0.5213554979392827,-0.5840150190145764,0.14830072925264542
0.0,0.30234258519557156,0.6614378277661476,-0.050862071065450855,-0.23214353288020717,0.17984962151400083,0.0,0.0,0.0,-0.1375056182694632,1.8985769776135766,-0.575209956651202,-0.1512681157593886,0.8141120112822952,0.31850255128438504,0.5774983077226201,0.0,0.0,-0.5498462533571565,-0.2918078080560352,-0.5184388090085262,-0.5808329113489267,-0.054668904266250054
0.0,0.3179101714817561,0.6614378277661476,0.22040230795028704,-0.23214353288020717,0.3107024521080282,0.0,0.0,0.0,-0.1375056182694632,1.2026973503111054,-0.5754637471072317,0.14013620848646827,0.8141120112822952,0.47292803069499595,0.5774983077226201,0.0,0.0,-0.5498462533571565,-0.2918078080560352,-0.5175955166736509,-0.5778063133533811,0.2836138182652424
0.0,0.32933901786204645,0.6614378277661476,0.49166668696602495,-0.23214353288020717,0.44155528270205563,0.0,0.0,0.0,-0.1375056182694632,0.7777911901425254,-0.5756461160319801,0.42929872195124624,0.8141120112822952,0.6273535101056069,0.5774983077226201,0.0,0.0,-0.5498462533571565,-0.2918078080560352,-0.5166312967623308,-0.5747330569457747,0.6218965407967352
0.0,0.38610475665083616,1.0394023007753748,0.49166668696602495,1.5502557080550168,0.44155528270205563,0.0,0.0,0.0,-0.12570687814385756,0.7777911901425254,-0.5732923069385281,0.3652825824906599,0.8141120112822952,0.7817789895162178,0.9398501870779896,0.0,0.0,-0.5498462533571565,1.5663348222166475,-0.43692451828816614,-0.5730842306562062,0.38026602470281184
0.0,0.42091378084941133,1.0394023007753748,0.7629310659817629,1.5502557080550168,0.572408113296083,0.0,0.0,0.0,-0.12570687814385756,0.5292548062445687,-0.5738658608765379,0.6085639890110521,0.8141120112822952,0.9362044689268287,0.9398501870779896,0.0,0.0,-0.5498462533571565,1.5663348222166475,-0.4388136175395305,-0.5709215883594927,0.6702226440155196
