Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow IAT Mean,Fwd IAT Mean,Bwd IAT Mean,Fwd Packets/s,Bwd Packets/s,SYN Flag Count,ACK Flag Count,PSH Flag Count,FIN Flag Count,Packet Length Mean,Min Packet Length,Max Packet Length,Flow Bytes/s,Flow Packets/s,Down/Up Ratio
0.0,0.42934759477295226,1.0394023007753748,1.0341954449975008,1.5502557080550168,0.7032609438901104,0.0,0.0,0.0,-0.12570687814385756,0.3181426075365237,-0.5740004510240422,0.8764359115432211,0.8141120112822952,1.0906299483374395,0.9398501870779896,0.0,0.0,-0.5498462533571565,1.5663348222166475,-0.4383102272689605,-0.5680400258055359,0.9601792633282276
0.0,0.44215053571444507,1.0394023007753748,1.3054598240132387,1.5502557080550168,0.8341137744841378,0.0,0.0,0.0,-0.12570687814385756,0.16467665158569478,-0.5742016355207817,1.1340670770326495,0.8141120112822952,1.2450554277480506,0.9398501870779896,0.0,0.0,-0.5498462533571565,1.5663348222166475,-0.4381990359463142,-0.5653408540702798,1.2501358826409354
0.0,0.7723569781267202,1.0394023007753748,1.5767242030289765,1.5502557080550168,1.6309140464941974,0.0,0.0,0.0,-0.12570687814385756,0.3596778859555387,-0.5783535858388406,0.932496413863811,0.8141120112822952,1.3994809071586614,1.3022020664333591,0.0,0.0,-0.5498462533571565,1.5663348222166475,-0.4556012188595124,-0.5717914054478492,1.5400925019536436
0.0,0.7827079419470263,1.0394023007753748,1.8479885820447144,1.5502557080550168,1.9720660691143403,0.0,0.0,0.0,-0.12570687814385756,0.23056594885143608,-0.578458069334319,1.1417482964701025,0.8141120112822952,1.5539063865692724,1.6645539457887286,0.0,0.0,-0.5498462533571565,1.5663348222166475,-0.4536380068739288,-0.5695397748059109,1.8300491212663514
0.0,0.7978600086203936,1.417366773784602,1.8479885820447144,1.5774371706391743,1.9720660691143403,0.0,0.0,0.0,-0.15006522955511892,0.23056594885143608,-0.5761550936578165,1.1225029151571868,0.8141120112822952,1.7083318659798834,1.6645539457887286,0.0,0.0,-0.5498462533571565,1.5663348222166475,-0.4536158931015362,-0.5674378705138347,1.4676033471254664
0.0,0.8171467011440808,1.7953312467938292,1.8479885820447144,1.6202228061883113,1.9720660691143403,0.0,0.0,0.0,-0.16607781288427595,0.23056594885143608,-0.5739432285913195,1.0984849363824714,0.8141120112822952,1.8627573453904942,2.026905825144098,0.0,0.0,-0.5498462533571565,1.5663348222166475,-0.4533053154712502,-0.5654814518848574,1.1857010783492228
0.0,1.474819624957374,1.7953312467938292,2.1192529610604525,1.6202228061883113,2.1029188997083677,0.0,0.0,0.0,-0.16607781288427595,0.6494835897733169,-0.5798814990304868,0.666633475648992,0.8141120112822952,2.0171828248011052,2.026905825144098,0.0,0.0,-0.5498462533571565,1.5663348222166475,-0.48168731939172627,-0.5763241714423656,1.4112228933702178
0.0,2.667940995581774,0.2834733547569204,-0.8646552081126646,-0.6615099696262524,-0.8482797617247858,0.0,0.0,0.0,4.194562028576826,-1.0237079543118235,-0.5898678581647385,-1.0708539498464642,-1.2700147376003805,-0.9169012840005023,-0.8719092096988579,0.0,0.0,0.17253240207981158,-0.7966487653249735,-0.5568270599941573,-0.605948077104911,-1.0695170718607276
0.0,2.705115601734513,0.6614378277661476,-0.8646552081126646,-0.6202344153317908,-0.8482797617247858,0.0,0.0,0.0,3.4654711765173616,-1.0237079543118235,-0.5887568459781187,-1.0708539498464642,-1.2700147376003805,-0.9169012840005023,-0.8719092096988579,0.0,0.0,0.17253240207981158,-0.7966487653249735,-0.5561739219928242,-0.6048294950118307,-1.0695170718607276
0.0,-0.9424166402848161,-1.2283845372799884,-0.8646552081126646,-0.7586585303437046,-0.8482797617247858,0.0,0.0,0.0,-0.4173035980128851,-1.0237079543118235,1.8812784594291077,-1.0708539498464642,-1.2700147376003805,-0.9169012840005023,-0.8719092096988579,0.0,0.0,3.655429490793765,-0.7044247744842338,3.2933162437593233,1.8820354513672164,-1.0695170718607276
